SMILES,Retention Time
O=C(C1=NNc2cc(Cl)ccc2S1(=O)=O)N1CCOCC1,11.073333333333332
COc1ccc(CCN=C(O)CSc2cc(N3CCC(C(O)=NC4CC4)CC3)ncn2)cc1OC,10.393333333333334
Cc1ccc(NC(=O)N2CCC([C@@H](C)C(O)=Nc3cc(C)cc(C)c3)CC2)cc1,16.16
Cc1noc(C)c1CN1CCN(C(=O)c2ccc3ccccc3n2)CC1,9.808333333333334
COc1ccc(C(=O)N2CCC3(CC2)N=C(O)c2cc(F)ccc2N3C)c(OC)c1,12.24
CCOc1ccc(S(=O)(=O)NCCn2nc(C)cc2C)cc1F,12.181666666666667
COc1ccccc1CCC(O)=NCc1ccc2c(c1)ncn2C,9.921666666666665
COC(=O)C1CCN(C(=O)Cc2cc(O)nc(SCc3ccccc3)n2)CC1,11.225
O=c1c2sccc2n(Cc2nc(-c3ccc(F)c(Br)c3)no2)c(=O)n1-c1ccccc1,16.023333333333333
CC(C)CN=C(O)N1CCC[C@@H](c2nn[nH]n2)C1,10.288333333333332
O=C(c1ccc(Cl)cc1Cl)N1CCN(c2cc(-c3ccccc3)[nH]n2)CC1,15.595
CCc1nnc2nc(N3CCN(C(=O)c4ccc(Br)cc4)CC3)cc(C)n12,10.626666666666667
CC(C)c1ccc(OC[C@@H](C)NC(=O)c2cccs2)cc1,16.628333333333334
COC(=O)c1c(C)[nH]c(C(=O)N2CCC(CC(=O)N3CCN(c4ccc(OC)cc4)CC3)CC2)c1C,11.698333333333332
CCCn1c(C)cnc1C1CN(S(=O)(=O)c2cccc(Cl)c2)C1,11.153333333333334
CC(O)=NCc1csc([C@H]2CCCN(C(=O)c3cc(F)ccc3F)C2)n1,11.116666666666667
Cc1c(N=C(O)CN2CCOCC2)c(=O)n(-c2ccccc2)n1C,1.4349999999999998
Cc1ccc(C)c(CN=C(O)c2nc(C)oc2C)c1,14.455
O=C(c1ccccc1F)N1CC[C@@H](c2nc(-c3ccccc3)no2)C1,15.186666666666667
COc1nccnc1N1CC[C@H](N(C)C(=O)c2ccc(C)s2)C1,13.086666666666668
CCCCOc1ccc(-c2ccc(=O)n(Cc3nc(-c4cc(OC)c(OC)c(OC)c4)no3)n2)cc1,20.011666666666667
Cc1nc(-c2cc(S(=O)(=O)NCc3ccccc3Cl)c(C)s2)cs1,17.945
CN=C(O)N1CCCN(C)c2ccccc21,8.07
O=C(COc1ccc(F)cc1)N1CCC2(CC1)N=C(O)N(Cc1ccc(Cl)cc1)C2=O,13.508333333333333
Cc1cc2ccccc2n1CCNC(=O)C(=O)c1cn(CC(=O)N2CCCC2)c2ccccc12,16.82
CC[C@@H](C(=O)N1CCN(c2ccccn2)CC1)n1ccc2cc(S(=O)(=O)N3CCCCC3)ccc21,12.241666666666667
COc1ccc(S(=O)(=O)N2[C@H]3CC[C@@H]2c2cncnc2C3)cc1,11.913333333333332
O=C(Nc1cccn2cnnc12)c1ccc(C(F)(F)F)cc1,12.393333333333334
O=C(c1ccc2ccnc(N3CCN(c4ccc(Cl)cc4)CC3)c2c1)N1CCCCC1,14.906666666666666
OC(CCC1CCCC1)=Nc1nc(-c2ccc(Cl)cc2)cs1,21.506666666666668
O=C(Nc1ccc2c(c1)C(O)=Nc1ccccc1O2)c1nc2ccccc2s1,15.475
O=C(N=c1[nH]nc(-c2ccsc2)o1)c1ccno1,10.28
CS(=O)(=O)Nc1ccc2c(c1)C(O)=Nc1cc(Cl)ccc1O2,12.308333333333334
OC(=Nc1ccccc1)N1CC(c2nc(CCOCC3CC3)no2)C1,13.198333333333332
CC[C@@H](C)NC(=O)c1cc(COc2ccc(NC(=O)C(C)(C)C)cc2)on1,15.003333333333334
OC(=Nc1ccc2c(c1)OCCO2)c1ccc(-c2ccsc2)nc1,14.393333333333334
C[C@H](NC(=O)c1ccc2c(c1)CCCN2S(C)(=O)=O)c1ccccc1,14.371666666666666
CC1(C(=O)N2CC(F)(F)C[C@H]2c2nnc(-c3ccccc3)o2)CC1,13.893333333333334
CCCCC(=O)N1CCN(c2nc3ccccc3cc2-c2noc(C)n2)CC1,15.223333333333333
CCOc1ccc(-c2ccc(N3CCN(C(=O)Cc4noc5ccccc45)CC3)nn2)cc1,11.195
CCOc1ccc(NC(=O)Cn2ncc3c(N4CCN(c5ccccn5)CC4)ncnc32)cc1,10.408333333333333
Cn1c(=O)oc2cc(-c3noc(-c4ccccc4)n3)ccc21,16.913333333333334
CS(=O)(=O)c1ccc2nc(N=C(O)c3coc(NC(=O)c4cccs4)n3)sc2c1,11.41
Cc1cc(Cl)ccc1NC(=O)Cn1nc(C(=O)N2CCCCC2)c2ccccc21,12.975
O=C(c1ccc(Cl)s1)N1CCC(Oc2nc3c(F)cc(F)cc3s2)CC1,19.048333333333336
CCCCC(O)=NC1=C(C(=O)OC)SCC1,15.085
Cn1ccc(C(O)=Nc2ccc(S(C)(=O)=O)cc2)n1,10.216666666666667
O=C(c1ccco1)N1CCC[C@@H]1C(O)=NCCc1csc(-c2ccccc2)n1,12.445
O=C(CCC(O)=NCCc1cccs1)N1C[C@H]2CCCN2c2ccccc21,15.095
CCOCC(=O)N1CCCN(C2=NS(=O)(=O)C(c3ccc(CC)cc3)=C2C)CC1,13.168333333333333
O=C1C(=O)N(C2CCN(C(O)=Nc3ccc(F)cc3F)CC2)CCN1Cc1ccccc1,11.346666666666666
CCc1ccc(N=c2nc(C(=O)NCCC(C)C)[nH]c3ccccc23)cc1,16.06
O=c1c2sccc2n(Cc2nc(-c3ccccc3)no2)c(=O)n1-c1ccccc1F,16.154999999999998
Cc1cc(NS(=O)(=O)c2cc3n(c2)CCN(C)C3=O)ccc1F,11.625
CCn1c(=O)c(N2CCC[C@H](C(O)=NCCCN3CCOCC3)C2)nc2cccnc21,10.345
CC1=C[C@]2(C)N=C(O)[C@@H](C)[C@H]12,11.841666666666667
Cc1ccccc1Nc1c(-c2ccccc2O)nc2ccc(Br)cn12,17.488333333333333
Cc1nc(Nc2ccc(F)cn2)sc1C(=O)N1CCN(c2ccccn2)CC1,10.028333333333334
Cc1cc(S(=O)(=O)N2CCc3c(c(-c4nnc(-c5ccc(F)cc5)o4)nn3C)C2)ccc1F,16.54
CCCn1c(=O)sc2cc(S(=O)(=O)N3CCC(C(O)=NC4CCCC4)CC3)ccc21,14.841666666666667
CCN(C(=O)CN1C(O)=N[C@]2(CC[C@@H](C)CC2)C1=O)c1cccc(C)c1,11.091666666666667
CCn1nccc1C(=O)N1c2ccccc2C[C@H]1c1nnc(C2CC2)o1,12.585
CCc1cc(C(=O)NC2CC2)nc2cc(-c3ccsc3)nn12,16.895
O=C(c1cc(-c2ccccn2)[nH]n1)N1CCN(C(=O)C2CCC2)CC1,10.193333333333333
COc1ccccc1NS(=O)(=O)c1c[nH]c2ncccc12,11.761666666666667
COc1ccc(-c2cn3cccnc3n2)cc1N=C(O)c1c(F)cccc1F,10.881666666666666
CC1=C(c2ccccc2)S(=O)(=O)N=C1N1CCCN(C(=O)c2ccccc2F)CC1,13.371666666666666
O=c1n(Cc2ccc3c(c2)OCO3)nc2c(S(=O)(=O)N3CCOCC3)cccn12,12.263333333333332
